index,Unnamed: 0,Date,User,Tweet,Cleaned_Tweet,Language,Sentiment,radio,blog,festival
2461,2461,2019-07-17 21:41:34+00:00,aldostaccioli,#uj19 #umbriajazz #umbriajazz2019 #jazz #live #music #musica #perugia #umbria #italia #italy #summer #2019 #nickmason #nickmasonssaucerfulofsecrets #rock #pinkfloyd #drums #saucerfulofsecrets @ Perugia Stadio Santa… https://t.co/ynBisZEhLR,uj19 umbriajazz umbriajazz2019 jazz live music musica perugia umbria italia italy summer 2019 nickmason nickmasonssaucerfulofsecrets rock pinkfloyd drums saucerfulofsecrets  Perugia Stadio Santa httpstcoynBisZEhLR,English,Neutral,-,-,-
2464,2464,2019-07-17 21:01:27+00:00,dodamil,#Umbriajazz Nick Mason Pink Floyd Saucerful of Secret...gorgeus! https://t.co/fG89ZjuRvh,Umbriajazz Nick Mason Pink Floyd Saucerful Secretgorgeus httpstcofG89ZjuRvh,English,Neutral,-,-,-
2468,2468,2019-07-17 20:01:02+00:00,jessiemattheus,Last night’s meal in Perugia. A divine menu by a small restaurant of artists. Grazie societaanonimaperugia! It was such a treat! #hearthandtable #caterer #traveltoeat #umbria #perugia #umbriajazz #italy #italianfood… https://t.co/nuDRviLwcW,Last nights meal Perugia A divine menu small restaurant artists Grazie societaanonimaperugia It treat hearthandtable caterer traveltoeat umbria perugia umbriajazz italy italianfood httpstconuDRviLwcW,English,Positive,-,-,-
2477,2477,2019-07-17 17:40:59+00:00,AllenJordan273H,"@marctruijen @UmbriaJazz_OFC @HelmieSmeets Wow, looks amazing and fun. Have an awesome Wednesday, Marc.✌🏼",marctruijen UmbriaJazzOFC HelmieSmeets Wow looks amazing fun Have awesome Wednesday Marc,English,Positive,-,-,-
2478,2478,2019-07-17 17:38:53+00:00,marctruijen,Having fun at 😊 @UmbriaJazz_OFC with ❤️ @HelmieSmeets https://t.co/DV567XommX,Having fun  UmbriaJazzOFC  HelmieSmeets httpstcoDV567XommX,English,Positive,-,-,-
2479,2479,2019-07-17 16:58:03+00:00,iamkatrodriguez,"sitting in with allanharrismusic #Repost from allanharrismusic (repost_media_app)
Yesterday despite what looked to be a rainy day, we hit on stage at @UmbriaJazz_OFC.  It was a beautiful moment for all of us!… https://t.co/W8GR1YK2TN",sitting allanharrismusic Repost allanharrismusic repostmediaapp Yesterday despite looked rainy day hit stage UmbriaJazzOFC It beautiful moment us httpstcoW8GR1YK2TN,English,Positive,-,-,-
2480,2480,2019-07-17 16:14:53+00:00,yavuzbaydar4,"Jazz Festival 2019 turns Umbria into a dream state’— full of love, longing https://t.co/G7FQXsBCH5
 #UJ19 @UmbriaJazz_OFC #Perugia",Jazz Festival 2019 turns Umbria into dream state full of love longing httpstcoG7FQXsBCH5 UJ19 UmbriaJazzOFC Perugia,English,Positive,-,-,jazz longing httpstcog7fqxsbch5 uj19 umbriajazzofc perugia
2482,2482,2019-07-17 15:07:35+00:00,UmbriaJazz_OFC,"Al Teatro Morlacchi di #Perugia “Good vibes” con Joel Ross
#UJ19 https://t.co/AU6lVWyy7g",Al Teatro Morlacchi Perugia Good vibes Joel Ross UJ19 httpstcoAU6lVWyy7g,English,Positive,-,-,-
2493,2493,2019-07-17 07:03:49+00:00,KatyinUmbria,@PhilaJazzOrch @UmbriaJazz_OFC Great show!,PhilaJazzOrch UmbriaJazzOFC Great show,English,Positive,-,-,-
2495,2495,2019-07-17 06:31:10+00:00,UmbriaJazz_OFC,"Nik West, Nick Mason, Joel Ross, Charles Lloyd, Joachim Kühn sono solo alcuni dei protagonisti di questo mercoledì di #UJ19. Scopri tutti gli altri cliccando sul link https://t.co/oVev85QlrQ",Nik West Nick Mason Joel Ross Charles Lloyd Joachim Khn solo alcuni protagonisti mercoled UJ19 Scopri altri cliccando link httpstcooVev85QlrQ,English,Neutral,-,-,-
2506,2506,2019-07-16 21:29:47+00:00,artied,Midway thru @UmbriaJazz_OFC ‘19 &amp; this place is a pulsating throbbing sea of humanity enjoying #LaDolceVita https://t.co/6dWCKGdpVf,Midway thru UmbriaJazzOFC 19 amp place pulsating throbbing sea humanity enjoying LaDolceVita httpstco6dWCKGdpVf,English,Positive,-,-,-
2507,2507,2019-07-16 21:00:04+00:00,lamezzastagione,Yet another @UmbriaJazz_OFC night https://t.co/Fn5WMHZPZu,Yet another UmbriaJazzOFC night httpstcoFn5WMHZPZu,English,Neutral,-,-,-
2508,2508,2019-07-16 20:57:24+00:00,JoanGScott,@PhilaJazzOrch @UmbriaJazz_OFC @JABongiovi @ChrisJazzCafe2 Can’t wait to welcome you all home❤️❤️❤️,PhilaJazzOrch UmbriaJazzOFC JABongiovi ChrisJazzCafe2 Cant wait welcome home,English,Negative,-,-,-
2510,2510,2019-07-16 19:43:41+00:00,UmbriaJazz_OFC,Sul palco dell'Arena Santa Giuliana per #UJ19 Chick Corea &amp; The Spanish Heart Band https://t.co/u39Gml79W4,Sul palco dellArena Santa Giuliana per UJ19 Chick Corea amp The Spanish Heart Band httpstcou39Gml79W4,English,Neutral,-,-,-
2518,2518,2019-07-16 17:17:19+00:00,rominatomai,"“…because the greatest love of all is happening to me”

george_bensonofficial at @UmbriaJazz_OFC 
#momentounico @ Perugia, Italy https://t.co/LHtZgkWzyT",because greatest love happening me georgebensonofficial UmbriaJazzOFC momentounico  Perugia Italy httpstcoLHtZgkWzyT,English,Positive,-,-,-
2523,2523,2019-07-16 15:48:04+00:00,anjagarone,Gypsy jazz Live at @UmbriaJazz_OFC with Accordi e Disaccordi one of my favourite groups here. Played all their music at our wedding 4 years ago :) #UJ19 #jazzfestival #perugia https://t.co/2oJumUqqLl,Gypsy jazz Live UmbriaJazzOFC Accordi e Disaccordi one favourite groups here Played music wedding 4 years ago  UJ19 jazzfestival perugia httpstco2oJumUqqLl,English,Positive,-,-,4 years ago uj19 jazz perugia httpstco2ojumuqqll
2524,2524,2019-07-16 15:44:28+00:00,PhilaJazzOrch,Sound check at Umbria Jazz Festival! @UmbriaJazz_OFC https://t.co/ryrXWTg3NA,Sound check at Umbria Jazz Festival UmbriaJazzOFC httpstcoryrXWTg3NA,English,Positive,-,-,sound check at umbria jazz umbriajazzofc httpstcoryrxwtg3na
2525,2525,2019-07-16 15:44:20+00:00,fadamafalda,"At Jazz Club Méliés UMBRIA JAZZ ROUND MIDNIGHT in Perugia, sound check and rehearsal with @DuoEmpathia @fadamafalda @DuoEmpathia Video by @bismarco60 #fabiogiacchetta @UmbriaJazz_OFC Thank you #umbriajazz2019… https://t.co/ed6to6xLuV",At Jazz Club Mlis UMBRIA JAZZ ROUND MIDNIGHT Perugia sound check rehearsal DuoEmpathia fadamafalda DuoEmpathia Video bismarco60 fabiogiacchetta UmbriaJazzOFC Thank umbriajazz2019 httpstcoed6to6xLuV,English,Positive,-,-,-
2534,2534,2019-07-16 13:09:07+00:00,anjagarone,"The children's drum workshop was great until we were gate crashed by the Funk-off street parade, and then it became incredible!! Fun for all ages at the @UmbriaJazz_OFC in perugia! #UJ19 #jazz4kids #drumworkshop #funk https://t.co/4UMuhYczzF",The childrens drum workshop great gate crashed Funkoff street parade became incredible Fun ages UmbriaJazzOFC perugia UJ19 jazz4kids drumworkshop funk httpstco4UMuhYczzF,English,Positive,-,-,-
2546,2546,2019-07-16 11:13:00+00:00,JJ_in_Jersey,@PhilaJazzOrch @UmbriaJazz_OFC @JABongiovi ...and Richard Bona!!! https://t.co/qwxIa9xsDk,PhilaJazzOrch UmbriaJazzOFC JABongiovi and Richard Bona httpstcoqwxIa9xsDk,English,Neutral,-,-,-
2547,2547,2019-07-16 10:56:07+00:00,felicezaccheo,@ChiaraPuletti11 @UmbriaJazz @GeorgeBensonn Memories. Great place to be.,ChiaraPuletti11 UmbriaJazz GeorgeBensonn Memories Great place be,English,Positive,-,-,-
2549,2549,2019-07-16 09:48:44+00:00,PhilaJazzOrch,Kicking the day off right at the Umbria Jazz Festival today! Looking forward to our performance at 7pm &amp; catching Chick Corea at 9pm! @UmbriaJazz_OFC @JABongiovi https://t.co/XbjoUHdCl4,Kicking day right Umbria Jazz Festival today Looking forward performance 7pm amp catching Chick Corea 9pm UmbriaJazzOFC JABongiovi httpstcoXbjoUHdCl4,English,Positive,-,-,kicking day right umbria jazz corea 9pm umbriajazzofc jabongiovi httpstcoxbjouhdcl4
2562,2562,2019-07-16 00:19:14+00:00,rominatomai,@seastar1414 @UmbriaJazz_OFC Give me the night,seastar1414 UmbriaJazzOFC Give night,English,Neutral,-,-,-
2565,2565,2019-07-15 23:11:59+00:00,JoshuaJJohnson,"One of my favorite theaters in Italy, Teatro Morlacchi. Built in 1780; such a breathtaking view from the stage! 
.
.
#teatromorlacchi #perugia #umbria #italy #umbriajazz #workflow #tourlife #internationaltraveler #worldtraveler https://t.co/JgB7hny6r4",One favorite theaters Italy Teatro Morlacchi Built 1780 breathtaking view stage   teatromorlacchi perugia umbria italy umbriajazz workflow tourlife internationaltraveler worldtraveler httpstcoJgB7hny6r4,English,Positive,-,-,-
2575,2575,2019-07-15 18:52:06+00:00,notarluk,Waiting for George...#umbriajazz #concerto #concert #concerts #summer2019 #summer2019🌴 #winter #umbriajazz2019 #umbriajazz_official #likeforlikes #pic #pics #picture #pictures #fotografia #fotografie #outdoor @… https://t.co/zpdaLj8i73,Waiting Georgeumbriajazz concerto concert concerts summer2019 summer2019 winter umbriajazz2019 umbriajazzofficial likeforlikes pic pics picture pictures fotografia fotografie outdoor  httpstcozpdaLj8i73,English,Neutral,-,-,-
2578,2578,2019-07-15 18:05:48+00:00,PhilaJazzOrch,"Arrived at the Umbria Jazz Festival! Hanging out tonight checking out all the great artists and getting set for our show here tomorrow night! Main stage tonight is Michel Camilo &amp; George Benson, tomorrow after our show is Chick Corea &amp; the Spanish Heart Band! @UmbriaJazz_OFC https://t.co/YzgEGdACCl",Arrived Umbria Jazz Festival Hanging tonight checking great artists getting set show tomorrow night Main stage tonight Michel Camilo amp George Benson tomorrow show Chick Corea amp Spanish Heart Band UmbriaJazzOFC httpstcoYzgEGdACCl,English,Positive,-,-,arrived umbria jazz spanish heart band umbriajazzofc httpstcoyzgegdaccl
2584,2584,2019-07-15 15:59:48+00:00,UmbriaJazz_OFC,IL PREMIO 2019 AMBASCIATORI DELL'UMBRIA NEL MONDO A ROSARIO GIULIANI! https://t.co/OBfvzEDqy5 #UJ19 https://t.co/GPpYO39eZv,IL PREMIO 2019 AMBASCIATORI DELLUMBRIA NEL MONDO A ROSARIO GIULIANI httpstcoOBfvzEDqy5 UJ19 httpstcoGPpYO39eZv,English,Neutral,-,-,-
2592,2592,2019-07-15 15:28:02+00:00,UmbriaJazz_OFC,Dai Giardini Carducci di #Perugia lo showcase dei finalisti del @Conad Jazz Contest a #UJ19 https://t.co/GC1CzPDFk8,Dai Giardini Carducci Perugia showcase finalisti Conad Jazz Contest UJ19 httpstcoGC1CzPDFk8,English,Neutral,-,-,-
2596,2596,2019-07-15 14:27:03+00:00,seastar1414,"[Stormy Weather]

@UmbriaJazz_OFC

#UmbriaJazz 🎶🎵🎶 https://t.co/cgAPperHj9",Stormy Weather UmbriaJazzOFC UmbriaJazz  httpstcocgAPperHj9,English,Neutral,-,-,-
2598,2598,2019-07-15 14:16:36+00:00,bdajazz77,"“Frack the right”, performed by BATL Quartet.
Pre orders of the new album available at:
https://t.co/6DhJjEjXt4
@AnconaJazz @UmbriaJazz_OFC #batlquartet #batlquartetlive #batlquartetalbum @oslojazz @StockholmJazz #jazz #brandonallensax https://t.co/zKcxme5Z5y",Frack right performed BATL Quartet Pre orders new album available at httpstco6DhJjEjXt4 AnconaJazz UmbriaJazzOFC batlquartet batlquartetlive batlquartetalbum oslojazz StockholmJazz jazz brandonallensax httpstcozKcxme5Z5y,English,Neutral,-,-,-
2599,2599,2019-07-15 13:28:39+00:00,frankcarayni,"https://t.co/nukLHyW6qm
#Thankyou @Rgelato for performance @UmbriaJazz_OFC 
@UmbriaTourism  
@VivoConcerti https://t.co/2Bq6U1W2SA",httpstconukLHyW6qm Thankyou Rgelato performance UmbriaJazzOFC UmbriaTourism VivoConcerti httpstco2Bq6U1W2SA,English,Neutral,-,-,-
2609,2609,2019-07-15 09:35:11+00:00,ERGnow,Music will #savetheplanet! #greenenERGymakers with #UmbriaJazz! #UJ19 https://t.co/ksAk4tpqpe,Music savetheplanet greenenERGymakers UmbriaJazz UJ19 httpstcoksAk4tpqpe,English,Neutral,-,-,-
2610,2610,2019-07-15 09:18:53+00:00,francescoassisi,Wake up! Music will save the planet. @UmbriaJazz_OFC #Ambiente #ecologia https://t.co/zLoqmRiGzZ,Wake up Music save planet UmbriaJazzOFC Ambiente ecologia httpstcozLoqmRiGzZ,English,Positive,-,-,-
2612,2612,2019-07-15 09:11:45+00:00,chiechiIT,"https://t.co/1FXYd7CrtX

CAR SHARING ELETTRICO #POPMOVE ALL’#UMBRIAJAZZ CON #ROMEOAUTO
di... https://t.co/1FXYd7CrtX",httpstco1FXYd7CrtX CAR SHARING ELETTRICO POPMOVE ALLUMBRIAJAZZ CON ROMEOAUTO di httpstco1FXYd7CrtX,English,Positive,-,-,-
2625,2625,2019-07-15 00:52:00+00:00,bobbybroom,@MCsounds Sorry. I'll be at @UmbriaJazz_OFC until the 22nd. Next time!,MCsounds Sorry Ill UmbriaJazzOFC 22nd Next time,English,Negative,-,-,-
2630,2630,2019-07-14 23:16:16+00:00,anjagarone,"Old Macdonald had a jazz farm and on that farm he had some SWING... Teaching kids about jazz @UmbriaJazz_OFC thank you for these fantastic events! My son loved it! All through lunch we were reminded that the cat says ""miau miau- and not bau!"" :D #UJ19 #nextgenJazz https://t.co/TCZPZO0xGQ",Old Macdonald jazz farm farm SWING Teaching kids jazz UmbriaJazzOFC thank fantastic events My son loved it All lunch reminded cat says miau miau bau D UJ19 nextgenJazz httpstcoTCZPZO0xGQ,English,Positive,-,-,-
2631,2631,2019-07-14 23:09:24+00:00,cosmodrake,Terrific set by Allan Harris and his band @UmbriaJazz_OFC in #Perugia today. https://t.co/YHJVrch5pc,Terrific set Allan Harris band UmbriaJazzOFC Perugia today httpstcoYHJVrch5pc,English,Positive,-,-,-
2639,2639,2019-07-14 21:10:21+00:00,lamezzastagione,Superstition ain’t the way! #SteveWander @UmbriaJazz_OFC #niceone https://t.co/0Uo2F8VKQq,Superstition aint way SteveWander UmbriaJazzOFC niceone httpstco0Uo2F8VKQq,English,Neutral,-,-,-
2641,2641,2019-07-14 19:55:36+00:00,UmbriaJazz_OFC,"""50 years of Azzurro"". Paolo Conte all'Arena Santa Giuliana per #UJ19
https://t.co/Y1PpGD7eeX?",50 years of Azzurro Paolo Conte allArena Santa Giuliana UJ19 httpstcoY1PpGD7eeX,English,Neutral,-,-,-
2654,2654,2019-07-14 15:52:39+00:00,martingkelly,"2/ I do gigs! It keeps me sane. Sorry, Richard, it gets worse, cos I have a flight tomorrow morning to Rome to go to the jazz festival in @UmbriaJazz_OFC Perugia! There, I have the pleasure of @thomyorke , @KamasiW, @RealSnarkyPuppy @nickmasondrums, @DGMHQ King Crimson! I used...",2 I gigs It keeps sane Sorry Richard gets worse cos I flight tomorrow morning Rome go jazz festival UmbriaJazzOFC Perugia There I pleasure thomyorke  KamasiW RealSnarkyPuppy nickmasondrums DGMHQ King Crimson I used,English,Positive,-,-,tomorrow morning rome go jazz dgmhq king crimson i used
2666,2666,2019-07-14 12:39:17+00:00,robtavella,"Wake up! Music will Save the Planet!
.
.
.
#umbriajazz #umbriajazzfestival #uj19 #perugia #stagemanager #stagemanagement #live #music #jazz #jazzmusic #savetheplanet #love #lovewins #rawbee @ Umbria Jazz ® https://t.co/MsEJdOpaPP",Wake up Music Save Planet    umbriajazz umbriajazzfestival uj19 perugia stagemanager stagemanagement live music jazz jazzmusic savetheplanet love lovewins rawbee  Umbria Jazz  httpstcoMsEJdOpaPP,English,Positive,-,-,music save planet umbriajazz umbriajazz lovewins rawbee umbria jazz httpstcomsejdopapp
2668,2668,2019-07-14 12:15:52+00:00,Ivan__soli,#UmbriaJazz #Perugia #love https://t.co/uJdVfvf2yV,UmbriaJazz Perugia love httpstcouJdVfvf2yV,English,Positive,-,-,-
2669,2669,2019-07-14 12:08:31+00:00,julesaly,@Scutty @UmbriaJazz_OFC I’m so jealous! Left Umbria a day before it started,Scutty UmbriaJazzOFC Im jealous Left Umbria day started,English,Negative,-,-,-
2673,2673,2019-07-14 10:59:30+00:00,mic_laricchia,Funk is Love ❤️ #funkoff #umbriajazz @ Centro Storico Perugia https://t.co/WRDZzlltwF,Funk is Love  funkoff umbriajazz  Centro Storico Perugia httpstcoWRDZzlltwF,English,Positive,-,-,-
2674,2674,2019-07-14 10:54:47+00:00,Gustowinetours,"Summer nights are made for Umbria Jazz in Perugia. 🎶🎷🎺🎶 Folks enjoying Ray Gelato and the Giants sitting on the historic steps of Palazzo dei Priori.  Pretty damn cool. 
.
.
.
.
.
.
.
#umbriajazz #uj19… https://t.co/FtNmDOxMgk",Summer nights made Umbria Jazz Perugia  Folks enjoying Ray Gelato Giants sitting historic steps Palazzo dei Priori Pretty damn cool        umbriajazz uj19 httpstcoFtNmDOxMgk,English,Positive,-,-,-
2677,2677,2019-07-14 10:41:39+00:00,UmbriaJazz_OFC,#JazzGoestotheMuseum #live Fred Hersch Trio a #UJ19 https://t.co/K5wiHzGt3K,JazzGoestotheMuseum live Fred Hersch Trio UJ19 httpstcoK5wiHzGt3K,English,Neutral,-,-,-
2680,2680,2019-07-14 10:21:42+00:00,Gustowinetours,"@KatyinUmbria @UmbriaJazz_OFC Us too! Some of them, inc Ray came out on a Gusto Wine Tour a couple of years back when they were here last! Great fun.",KatyinUmbria UmbriaJazzOFC Us too Some them inc Ray came Gusto Wine Tour couple years back last Great fun,English,Positive,-,-,-
2682,2682,2019-07-14 10:20:12+00:00,KatyinUmbria,@Gustowinetours @UmbriaJazz_OFC We’re so happy they’re back this year!!!,Gustowinetours UmbriaJazzOFC Were happy theyre back year,English,Positive,-,-,-
2684,2684,2019-07-14 10:18:37+00:00,Gustowinetours,"gelatoray Ray Gelato and the Giants - on form last night at Umbria Jazz, Perugia.  @UmbriaJazz_OFC 
Great to see them back on stage here again! 
.
.
.
.
.
.
.
.
.
#raygelato #godfatherofswing #umbriajazz #uj19… https://t.co/GhpuUVaxhI",gelatoray Ray Gelato Giants  form last night Umbria Jazz Perugia UmbriaJazzOFC Great see back stage again          raygelato godfatherofswing umbriajazz uj19 httpstcoGhpuUVaxhI,English,Positive,-,-,-
2699,2699,2019-07-14 06:43:04+00:00,PierpLab,"Il #soul di #weewilliewalker con la #anthonypaulesoulorchestra e il blues di #thornettadavis thornetta_thornetta @UmbriaJazz_OFC #umbriajazz2019 #perugia #feriediffusesummer2019 #travellernotourist @ Perugia, Italy https://t.co/SWJgWjfnqF",Il soul di weewilliewalker con la anthonypaulesoulorchestra e il blues di thornettadavis thornettathornetta UmbriaJazzOFC umbriajazz2019 perugia feriediffusesummer2019 travellernotourist  Perugia Italy httpstcoSWJgWjfnqF,English,Neutral,-,-,-
2704,2704,2019-07-13 22:44:31+00:00,UmbriaJazz_OFC,#RoundMidnight: New Talents Jazz Orchestra feat. Enrico Pieranunzi https://t.co/fU8gXbYK0K #UJ19,RoundMidnight New Talents Jazz Orchestra feat Enrico Pieranunzi httpstcofU8gXbYK0K UJ19,English,Positive,-,-,-
2711,2711,2019-07-13 20:07:12+00:00,anjagarone,Funk-off Band member educating the next generation about the bear necessities of life #UJ19 #saxophone @UmbriaJazz_OFC https://t.co/8FL2TBA9Im,Funkoff Band member educating next generation bear necessities life UJ19 saxophone UmbriaJazzOFC httpstco8FL2TBA9Im,English,Neutral,-,-,-
2712,2712,2019-07-13 19:28:22+00:00,bismarco60,What a beautiful night at Perugia @UmbriaJazz_OFC allanharrismusic waiting for dianakrall and for #aroundmidnight at #viadellaviola #umbriajazzclub with @fadamafalda @DuoEmpathia @DuoEmpathia @arthirahara Thanks to… https://t.co/W9mPL1uL0J,What beautiful night Perugia UmbriaJazzOFC allanharrismusic waiting dianakrall aroundmidnight viadellaviola umbriajazzclub fadamafalda DuoEmpathia DuoEmpathia arthirahara Thanks to httpstcoW9mPL1uL0J,English,Positive,-,-,-
2714,2714,2019-07-13 19:16:21+00:00,UmbriaJazz_OFC,#Live dall'Arena Santa Giuliana per #UJ19 The Alan Harris Band https://t.co/ZXQ6O4hu02,Live dallArena Santa Giuliana per UJ19 The Alan Harris Band httpstcoZXQ6O4hu02,English,Neutral,-,-,-
2717,2717,2019-07-13 17:55:16+00:00,anjagarone,The firemen of @UmbriaJazz_OFC have a new colleague #UJ19 https://t.co/OJX8kACDsR,The firemen UmbriaJazzOFC new colleague UJ19 httpstcoOJX8kACDsR,English,Neutral,-,-,-
2720,2720,2019-07-13 17:00:13+00:00,UmbriaJazz_OFC,"Live dal Sina Brufani a #UJ19 Birdland Jazz Club Nyc Presents Veronica Swift W/ Benny Green Trio. Appuntamento tutti i giorni alle ore 18:30

https://t.co/4RxhpZQ1sc",Live Sina Brufani UJ19 Birdland Jazz Club Nyc Presents Veronica Swift W Benny Green Trio Appuntamento giorni ore 1830 httpstco4RxhpZQ1sc,English,Positive,-,-,-
2728,2728,2019-07-13 14:02:42+00:00,UmbriaJazz_OFC,"Alla @GalleriaNazUmbr #JazzgoestotheMuseum with Gabriele Mirabassi, Roberto Taufic, Cristina Renzetti https://t.co/N4x1ko1HMK #UJ19",Alla GalleriaNazUmbr JazzgoestotheMuseum with Gabriele Mirabassi Roberto Taufic Cristina Renzetti httpstcoN4x1ko1HMK UJ19,English,Neutral,-,-,-
2729,2729,2019-07-13 12:36:48+00:00,MattiaStarna,🍺🍺 È SEMPRE UN PIACERE 🍺🍺 #perugia #umbriajazz #friends #beer #smile #music #sound #happy #summer #university #goodtimes #goodfriends #goodvibes #goodmusic #reunion #instagood #instalike #instapic #instamusic… https://t.co/41WH4rRjQc,  SEMPRE UN PIACERE  perugia umbriajazz friends beer smile music sound happy summer university goodtimes goodfriends goodvibes goodmusic reunion instagood instalike instapic instamusic httpstco41WH4rRjQc,English,Positive,-,-,-
2731,2731,2019-07-13 11:48:53+00:00,jazzsharing,"46th @UmbriaJazz_OFC 2019 #Perugia [@UmbriaTourism]
@VSwiftjazz with @bennygreenmusic trio
@BrufaniPalace TODAY 6:30pm
→ https://t.co/DWHjM8G3nD https://t.co/FqwS001ecr",46th UmbriaJazzOFC 2019 Perugia UmbriaTourism VSwiftjazz bennygreenmusic trio BrufaniPalace TODAY 630pm  httpstcoDWHjM8G3nD httpstcoFqwS001ecr,English,Neutral,-,-,-
2732,2732,2019-07-13 11:35:02+00:00,martingkelly,"This new album by @thomyorke
is really quite superb! See you in @UmbriaJazz_OFC !  😜 👏 Discover ""ANIMA"" by Thom Yorke on #deezer https://t.co/kIIAcqepun",This new album thomyorke really quite superb See UmbriaJazzOFC    Discover ANIMA Thom Yorke deezer httpstcokIIAcqepun,English,Positive,-,-,-
2735,2735,2019-07-13 11:03:37+00:00,pesce_agostino,Bon #samedi @UmbriaJazz_OFC #Italy @CCItalienne #MUSICDAY #relaxing https://t.co/qqDRYmPqS5,Bon samedi UmbriaJazzOFC Italy CCItalienne MUSICDAY relaxing httpstcoqqDRYmPqS5,English,Positive,-,-,-
2737,2737,2019-07-13 10:46:54+00:00,anjagarone,Why don't you just Funk Off! #UJ19 @UmbriaJazz_OFC all you need is Funk and Jazz and life is awesome https://t.co/3xh7Itsw3P,Why Funk Off UJ19 UmbriaJazzOFC need Funk Jazz life awesome httpstco3xh7Itsw3P,English,Positive,-,-,-
2757,2757,2019-07-13 00:05:46+00:00,anjagarone,Family vacation kick-off @UmbriaJazz_OFC in perugia #UJ19 love this place &amp; the atmosphere &lt;3 https://t.co/r8ciH4mzzy,Family vacation kickoff UmbriaJazzOFC perugia UJ19 love place amp atmosphere lt3 httpstcor8ciH4mzzy,English,Positive,-,-,-
2762,2762,2019-07-12 22:06:48+00:00,carlomantica,"After dropping off m_4animal at his @wwf sailing camp in the Tuscan Archipelago, finally a romantic day with bepeached2000 in Perugia with #umbriajazz , truffles wild boar, and… https://t.co/vL1U6OPeZs",After dropping m4animal wwf sailing camp Tuscan Archipelago finally romantic day bepeached2000 Perugia umbriajazz  truffles wild boar and httpstcovL1U6OPeZs,English,Positive,-,-,-
2766,2766,2019-07-12 21:13:34+00:00,TWunschAuthor,Something magical about standing in a historic piazza listening to jazz. @UmbriaJazz_OFC #2019italianadventure #tammyexpatwriter @ Piazza IV Novembre https://t.co/LoiiAK9i63,Something magical standing historic piazza listening jazz UmbriaJazzOFC 2019italianadventure tammyexpatwriter  Piazza IV Novembre httpstcoLoiiAK9i63,English,Neutral,-,-,-
2771,2771,2019-07-12 20:08:10+00:00,Scutty,Meanwhile. At band camp. #UJ19 @UmbriaJazz_OFC #Perugia https://t.co/yD4zA7qUaq,Meanwhile At band camp UJ19 UmbriaJazzOFC Perugia httpstcoyD4zA7qUaq,English,Neutral,-,-,-
2777,2777,2019-07-12 18:27:42+00:00,adrianamateo,"JAZZ JOURNALIST ASSOCIATION AWARD BEST PHOTO OF THE YEAR 2019
ROY HARGROVE (October 16, 1969- November 2, 2018)
Photo July 2018 @UmbriaJazz_OFC #royhargrove https://t.co/7VwXc3KoUd",JAZZ JOURNALIST ASSOCIATION AWARD BEST PHOTO OF THE YEAR 2019 ROY HARGROVE October 16 1969 November 2 2018 Photo July 2018 UmbriaJazzOFC royhargrove httpstco7VwXc3KoUd,English,Positive,-,-,-
2783,2783,2019-07-12 16:43:34+00:00,psvt2,"@TammyExpatWritr @UmbriaJazz_OFC Umbria Jazz is wonderful - we've been twice &amp; seen so many greats &amp; new faces. Stayed right by the Cathedral in an ancient tower 2 years ago-a beautiful city! Enjoy, all.",TammyExpatWritr UmbriaJazzOFC Umbria Jazz wonderful  weve twice amp seen many greats amp new faces Stayed right Cathedral ancient tower 2 years agoa beautiful city Enjoy all,English,Positive,-,-,-
2784,2784,2019-07-12 16:35:22+00:00,mikepjazz,@TammyExpatWritr @UmbriaJazz_OFC The lineup is INSANE! #VIVAUMRIAJAZZ!,TammyExpatWritr UmbriaJazzOFC The lineup INSANE VIVAUMRIAJAZZ,English,Negative,-,-,-
2785,2785,2019-07-12 16:31:19+00:00,mikepjazz,"@RealSnarkyPuppy @_justinmstanton SONICS by SNARKY!
If you have not seen or listened to this 2019 Tour...SHAME ON YOU. #UMBRIAJAZZ&amp;SNARKY!",RealSnarkyPuppy justinmstanton SONICS SNARKY If seen listened 2019 TourSHAME ON YOU UMBRIAJAZZampSNARKY,English,Neutral,-,-,-
2790,2790,2019-07-12 15:11:31+00:00,TWunschAuthor,"I could have taken a thousand pictures and still not cover a tenth of the beauty and serenity of this town. Plus, @UmbriaJazz_OFC started today and you feel like there’s a magical soundtrack to your life with all… https://t.co/HMFh9jR0FW",I could taken thousand pictures still cover tenth beauty serenity town Plus UmbriaJazzOFC started today feel like theres magical soundtrack life all httpstcoHMFh9jR0FW,English,Positive,-,-,-
2794,2794,2019-07-12 13:45:36+00:00,heavywoodband,"Umbria Jazz 2019 has arrived! Judging from last year, should be a wild one. Check out the full video on YouTube and come see us in Piazza Della Repubblica!  hashttps://youtu.be/KmGcwsd4azk #umbriajazz #busking… https://t.co/eVm4U9kE5W",Umbria Jazz 2019 arrived Judging last year wild one Check full video YouTube come see us Piazza Della Repubblica hashttpsyoutubeKmGcwsd4azk umbriajazz busking httpstcoeVm4U9kE5W,English,Neutral,-,-,-
